username,tweet
ejburns1,"RT @ajmm19923493: A flash mob march during lunch hour in Central. #HongKong working class is paying tribute to Chow Tsz-Lok, and demanding…"
yukitaruma040,"RT @LawMic1: @SolomonYue Everyone of #Hongkongers is in anguish.  Sorry if any of us may sound impolite, we just cant afford to lose anothe…"
Peter42588566,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
standwithusoooo,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
q24hpexHeqpCUvm,RT @runningpepe60: The young girl shouted her name and ID to the reporter in case she has been silenced. From this you know how bad the sit…
gayausummer19,"RT @Woppa1Woppa: #HKPolice say they didn't enter the parking lot BEFORE Chow fell off?  Yeah, they lied again.  Dash cam footage shows them…"
HkSmallpotato,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
MeLikeWater,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
HK_rtang,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
stegersaurus,"RT @frances_sit: Around a hundred #HongKong protesters have occupied the junction of Pedder Street &amp;Des Voeux Road Central,in a flash mob s…"
falcon94ssy,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
WA7MFjX3XYbak0n,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
hurv15,"RT @runningpepe60: If you can’t attend the memorial at #HKUST or SheungTak this evening, spend a minute of silence at 20:00 wherever you ar…"
Keith_Leung8964,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
conscience_hk,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
richardfrande,RT @Woppa1Woppa: #HKUST.  Students continue supporting Chow and some parents joined the chants and gave them applause.  At the end they lef…
jameslu920,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
haveanice_d_a_y,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
RoostandswithHK,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
LionRoc79551205,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
Zeega333,"RT @lauinhk: Latest slogan: ""Hongkongers, revenge! "" The second word of the slogan used to be ""add oil"", which evolved into ""resist"". And n…"
Keith_Leung8964,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
defrog,"RT @frances_sit: Around a hundred #HongKong protesters have occupied the junction of Pedder Street &amp;Des Voeux Road Central,in a flash mob s…"
RoostandswithHK,RT @JOceanW: A group of students are now marching to the residence of the university president Wei Shyy to demand him to condemn police vio…
OHongkongers,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
JodiLi4,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
frances_sit,Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illeg… https://t.co/2rM4bfB7Ab
thang1014,"RT @FreedomEugeneUS: In response to delayed police action, Sec. of Security John Lee said the 24000 calls on 7/21 YuenLong attack were from…"
Frankieliuode,RT @_jasmineleung_: #NOW: Over hundreds of @CUHKofficial graduands today have taken the advantage of their congregation to express their #5…
meg18112980,"RT @Fight4HongKong: 周同學悼念活動
Chow Tsz-lok Memorial Service

There will be a memorial service for Chow Tsz-lok tonight:
When: Nov 8th (Fri) 2…"
HKhongkong2,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
jackytsoi6,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
TaiwanHK,"RT @yuen_cecil: #RestInPeace gathering for Chow Tsz-lok (周梓樂)
8pm, 8 Nov 2019 (Today)
#Lennon, Tsuen Wan, #HongKongProtests https://t.co/1g…"
RoostandswithHK,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
AnneChaAsia,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
atlashongkong1,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
ttttt_katie,RT @JOceanW: A group of students are now marching to the residence of the university president Wei Shyy to demand him to condemn police vio…
Slaine_RS,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
mintcrystall,"RT @Maxyusc: Support ""The City of Tears"", a documentary project of the ongoing #HongKongProtests, on Kickstarter. Let the world know what h…"
vincent_wong666,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
freeHongKong15,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
LionRoc79551205,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
yujingwan,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
Frankieliuode,"RT @badiucao: A mainland student held a knife towards the graduates of CUHK and sang the Chinese National Anthem.

to b honest i think his…"
kc_ngai,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
yannnnnn111,RT @Woppa1Woppa: #HKUST.  Students continue supporting Chow and some parents joined the chants and gave them applause.  At the end they lef…
HCFUNG2,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
2peter2_5,"RT @tictoc: Up to 88% of Hong Kong’s 7.4 million have been exposed to tear gas.

More via @bw: https://t.co/P3UnPqjYHy #HongKongProtests #香…"
OmgMarcus,"RT @ajmm19923493: Int’l students from #China did it again! This time at Truman State U, Kirksville, Missouri. 🇨🇳 folks stormed a Free #Hong…"
Zeega333,RT @galileocheng: Angry citizens are chanting “Fxxk off cockroaches! Murderer!” In Chater Garden for flash mob rally and mourning for Alex…
joannawongonair,"RT @CH_HONGKONG: #hongkongpolice basically aren’t professional anymore, just doing everything based on their emotion. no police will be hel…"
q24hpexHeqpCUvm,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
Krystal96577057,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
RoostandswithHK,RT @FreedomEugeneUS: Mainland student points KNIFE and sings Red #China national anthem. Horrible singing. This would be good use of the na…
psqueenie,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
AkkaT8,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
Denis23646088,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
5demandsForHK,"RT @Woppa1Woppa: #CUHK student press at the graduation holding up signs saying ""We're not afraid of their gun, they're scared of our camera…"
ErikCha58064079,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
thang1014,RT @JOceanW: It’s graduation day and HKUST received the horrible news that one or their own passed away. Some students are putting up #anti…
59vxmwnGcjgvmX0,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
ErikCha58064079,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
WA7MFjX3XYbak0n,"RT @ray_slowbeat: Viral video: it looks like Sheung Tak parking garage in #TseungKwanO where a college student, 22yo man surnamed Chow, fel…"
smilyakira7,RT @runningpepe60: (YET TO BE CONFIRMED) Another footage showing what possibly happened to the young man before he is found with severe hea…
gayausummer19,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
ErikCha58064079,"RT @ray_slowbeat: Viral video: it looks like Sheung Tak parking garage in #TseungKwanO where a college student, 22yo man surnamed Chow, fel…"
mysjean,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
DieForHongkong,"RT @CH_HONGKONG: #hongkongpolice basically aren’t professional anymore, just doing everything based on their emotion. no police will be hel…"
2peter2_5,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
gayausummer19,"RT @galileocheng: The march has unprecedented anger towards police of everyone chanting “Police, repay the bloody debt w blood” #antiELAB #…"
jjdebenedictis,"RT @hardmaru: Adversarial Attack on Demand

“Inspired by the protests, this cap blocks facial recognition when used. Plans are available fo…"
Chong15Chan,RT @JOceanW: It’s graduation day and HKUST received the horrible news that one or their own passed away. Some students are putting up #anti…
moumou33959050,"RT @ajmm19923493: At #HKUST: students put up a sign that say “no congregation, only funeral”. This should be a happy day for these students…"
LauTim10664652,"@SenatorMenendez Thank you senator for #standwithhongkong
Please do not slow down the process of Acts. Hope that le… https://t.co/UFGyb51aIy"
hkjl111,RT @JOceanW: Some at UST just took out their anger by vandalising Starbucks there. #hongkongprotests https://t.co/vDAd8clQYZ
